id,question
136786,What are the genres of the movie 'Liv & Ingmar'?
136786,What is the original language of the movie 'Liv & Ingmar'?
136786,What is the overview of the movie 'Liv & Ingmar'?
136786,Who are the credits of the movie 'Liv & Ingmar'?
46112,"What is the title of the comedy-romance movie released in 2002, directed by a woman, about a man who must find the women he's betrayed and seek their forgiveness to inherit a million dollars?"
46112,"What are the names of the main cast members in the English language film, Dawg, that has a tagline 'She's teaching this dog new tricks'?"
46112,"What is the plot of the movie Dawg, in which an egotistical man is tasked with resolving his past wrongs to receive his inheritance of one million dollars?"
46112,"Which movie, released in 2002, has a running time of 83 minutes, belongs to the comedy-romance genre, and is about a man seeking forgiveness from his past lovers to obtain his inheritance?"
46112,"What is the average rating of the movie Dawg, given by users who have voted, and what was its popularity at the time of its release?"
706752,What is the title of the documentary about the events in Manchester in May 2017?
706752,What type of genre does the Manchester documentary belong to?
706752,What is the original language of the Manchester: The Night of the Bang documentary?
706752,When was the Manchester documentary about the series of events in May 2017 released?
706752,Who is the credits for the Manchester documentary?
828192,"What is the title of the horror movie from 1970 that was written, edited, directed, and starred in by Pamela Sutch?"
828192,What are the names of the actors who starred in the movie 'Kidnapped and Chloroformed Again'?
828192,"What activities such as binding, gagging, and strangulation can be seen in the movie 'Kidnapped and Chloroformed Again'?"
828192,What is the runtime of the movie 'Kidnapped and Chloroformed Again'?
828192,Who are the credits for the movie 'Kidnapped and Chloroformed Again'?
572970,"What is the title of Tom Clark's first stand up special that makes fun of stand up comedy specials, drunk people, marriage, gangs, TSA, rescue animals, hecklers, elevators, beach balls, cosmetic companies, classic rock, handshakes, love, and a guy named Sleepy Joe?"
572970,In which language was the comedy movie 'Tom Clark: Outraged' originally produced?
572970,What are some of the topics Tom Clark covers in his comedy special 'Tom Clark: Outraged'?
572970,When was the comedy movie 'Tom Clark: Outraged' released?
572970,What is the runtime of Tom Clark's stand up special 'Tom Clark: Outraged'?
313327,Who is the older actress playing her last role in the drama 'The Curtain Falls'?
313327,What language is the movie 'The Curtain Falls' originally in?
313327,What is the plot of the movie 'The Curtain Falls'?
313327,Who are some of the cast members in the movie 'The Curtain Falls'?
313327,When was the movie 'The Curtain Falls' released?
378975,What is the title of the animation film produced by DePatie-Freleng Enterprises and released in 1969?
378975,Which language was the animation movie 'The Deadwood Thunderball' originally made in?
378975,Who are the creditors of the animation movie 'The Deadwood Thunderball'?
378975,What is the plot of the animation movie 'The Deadwood Thunderball'?
378975,What is the user's vote average for the animation movie 'The Deadwood Thunderball'?
491331,"What English music film was recorded in Berlin during the ' Delta Machine' tour in November 25th and 27th, 2013?"
491331,Which company produced the Depeche Mode: Delta Machine movie?
491331,What was the 13th studio album that the 'Delta Machine' tour was supporting?
491331,"What are some of the popular hits that were performed in the Depeche Mode: Delta Machine film, other than 'Personal Jesus' and 'Policy of Truth'?"
491331,What is the duration of the Depeche Mode: Delta Machine movie?
196328,What is the title of the comedy-horror movie from 1996 about a woman who falls in love with a vampire disguised as Elvis Presley?
196328,What is the popularity of the movie 'Rockabilly Vampire'?
196328,Which production company produced the movie 'Rockabilly Vampire'?
196328,What is the runtime of the movie 'Rockabilly Vampire'?
196328,How would you rate the movie 'Rockabilly Vampire' based on the average of 4 votes?
911348,What is the title of the Science Fiction-Comedy-Horror movie that was released in 2022?
911348,What are the names of the indie entrepreneurs who discovered the secret of time travel in the movie?
911348,Which companies produced the movie 'Madelines'?
911348,What is the tagline of the 'Madelines' movie?
911348,What is the user rating and the number of user votes for the 'Madelines' movie?
618825,What is the title of the movie about a Broadway chorus girl who anonymously publishes her life story in the town newspaper?
618825,What are the genres of the movie 'The Town Scandal'?
618825,What is the original language of the movie 'The Town Scandal'?
618825,Which production company released the movie 'The Town Scandal' in 1923?
618825,What is the runtime of the movie 'The Town Scandal'?
647770,What is the title of the animation movie that was released in 2021 with Portuguese as the original language and has a runtime of 8 minutes?
647770,What is the plot of the animation movie 'Bai Gosti/Eros Afogado em Lágrimas'?
647770,Which production companies were involved in creating the animation movie 'Bai Gosti/Eros Afogado em Lágrimas'?
647770,What is the budget and revenue of the animation movie 'Bai Gosti/Eros Afogado em Lágrimas'?
647770,What are the vote average and count for the animation movie 'Bai Gosti/Eros Afogado em Lágrimas'?
148212,What is the title of the punk rock documentary released in 2004?
148212,Which language is Media Blitz: The Germs Story originally in?
148212,What is the overview of the movie Media Blitz: The Germs Story?
148212,Who are the credits listed in Media Blitz: The Germs Story?
148212,What is the runtime of the movie Media Blitz: The Germs Story?
958806,What is the title of the 30 minute Spanish short film released in 1974?
958806,What is the plot of the Spanish short film 'Amigo campesino'?
958806,Which production companies were involved in creating the 1974 short film 'Amigo campesino'?
958806,What is the popularity score of the Spanish short film 'Amigo campesino'?
958806,How many votes has the Spanish short film 'Amigo campesino' received?
286656,What is the title of the French TV movie that combines crime and romance genres and was released in 1992?
286656,Which original language did the movie 'Joy in Moscow' use?
286656,"Who are the main actors and actresses in 'Joy in Moscow' including Zara Whites, Karla Klein, Angélique Biel, Andrey Podoshian, and others?"
286656,What is the tagline of the movie 'Joy in Moscow'?
286656,Which keywords describe the movie 'Joy in Moscow'?
769063,What is the title of the Comedy-Romance movie that was released in 2020 and originally spoken in Chinese?
769063,What is the plot of the movie 'Cut The Crap! Be My Wife'?
769063,Who are the production companies behind the movie 'Cut The Crap! Be My Wife'?
769063,What is the runtime of the movie 'Cut The Crap! Be My Wife'?
769063,What is the user rating and review count for the movie 'Cut The Crap! Be My Wife'?
871004,What is the name of the documentary about the Steinway Concert D 542016 piano with a replaced soundboard?
871004,What genre does the documentary 'Sitka: A Piano Documentary' belong to?
871004,What is the original language of the documentary 'Sitka: A Piano Documentary'?
871004,Who is the rising international star that plays Joseph Haydn in the documentary 'Sitka: A Piano Documentary'?
871004,What is the runtime of the documentary 'Sitka: A Piano Documentary'?
753570,What is the title of the documentary about young adults in civic service in Poitiers?
753570,What language is the movie 'Jeunes de service' in?
753570,What are some of the challenges faced by young adults engaged in civic service in the documentary?
753570,What is the runtime of the French documentary 'Jeunes de service'?
753570,What is the release date of the movie about civic service by Unis-Cité association?
492448,"What is the title of the 1994 BBC documentary about the silent twins, June and Jennifer Gibbons, focusing on June's life after her twin's death?"
492448,What genre does the documentary 'Silent Twin: Without My Shadow' belong to?
492448,In what language was the 'Silent Twin: Without My Shadow' documentary originally produced?
492448,Which production company is responsible for the creation of 'Silent Twin: Without My Shadow'?
492448,What is the runtime of the 'Silent Twin: Without My Shadow' documentary?
505295,What is the title of the documentary-science fiction film that is an essay-film homage to Chris Marker and was released in 2017?
505295,What language is La Zone originally in?
505295,What is the plot of La Zone about?
505295,Who are the credits for La Zone?
505295,What is the runtime of La Zone?
540127,What is the title of the Swedish drama film where a person gets to relive his life and avoid committing a past crime?
540127,What are some of the genres associated with the movie 'Han som fick leva om sitt liv' which was released in 1961?
540127,"Which production company, Sveriges Radio-TV, released the movie 'The Man Who Lived his Life Over'?"
540127,How long is the runtime of the movie about a man who gets a second chance at life?
540127,What are the names of the cast members in the Swedish drama film 'Han som fick leva om sitt liv'?
109815,What is the title of the French comedy movie that was released in 1973 and tells the story of an insurance employee who throws a big garden party at his new house in the countryside?
109815,"Which production companies, Planfilm-Citel Films-Group 5-TSR, were involved in creating the French comedy movie 'The Invitation'?"
109815,What is the plot of the French comedy 'The Invitation' where the protagonist inherits a cottage from his deceased mother and eventually throws a garden party at his new house?
109815,"Who are the main actors, Jean-Luc Bideau, François Simon, Jean Champion, Corinne Coderey, Michel Robin, Cécile Vassort, and Rosine Rochette, in the French comedy film 'The Invitation'?"
109815,What is the vote average of the French comedy movie 'The Invitation' based on the votes of 12 users?
169859,"What is the title of the Western movie produced by Universal International Pictures, where Joseph Cotten, Shelley Winters, and Scott Brady are among the actors, and the plot involves a range war, blackmail, and a witness to a murder?"
169859,"Which movie released in 1952, has a runtime of 75 minutes, is in English, and is a Western about a cattle baron family, the Denbows, who deny access to homesteaders, resulting in a murder charge, a marriage, and a woman favoring the settlers?"
169859,"What Western genre movie, titled 'Untamed Frontier', features blackmail, love, murder, and a range war, and stars Joseph Cotten, Shelley Winters, and Scott Brady?"
169859,"Which 1952 movie, with a running time of 75 minutes, features a range war and a witness to a murder in its plot, and has the tagline 'The last flaming days of the mighty cattle barons... When the range wars rocked all of Texas !', and features a cast including Joseph Cotten, Shelley Winters, and Scott Brady?"
169859,"What is the movie with the title 'Untamed Frontier', genre Western, language English, released in 1952, runtime 75 minutes, popularity 1.176, vote average 6.7, vote count 3, revenue 0, budget 0, status Released, and plot involving a range war, blackmail, witness to murder, and marriage?"
372740,What is the title of the romance-music-drama movie released in 1999 about a group of high school friends who start a rock band?
372740,"Which production companies, including Phoenix Pictures, were involved in the making of Shake, Rattle and Roll: An American Love Story?"
372740,What is the plot of the movie that has a popularity of 1.851 and a runtime of 240 minutes?
372740,"Which notable actors and actresses, such as Bonnie Somerville and Brad Hawkins, played roles in this American love story?"
372740,"What are some of the keywords associated with the movie, like rock 'n' roll and guitar player?"
599578,What is the title of the documentary released in 2017 about James Baldwin's last visit to his father?
599578,Which companies produced the documentary 'Identification' directed by Mike Hoolboom?
599578,"What is the plot of the documentary 'Identification', inspired by Black Lives Matter?"
599578,"Who are the credits for the documentary 'Identification' including Elliott Adogony, Dexter Lieberthal Brazier, Nicola Alexis-Brooks, James Fagan-Jahnoy Lindsay, Sariah Metcalfe, Shakeem Masoni-Pascoe, Ian Siporin, Christopher Washington, and Jeffrey Wray?"
599578,What is the runtime and popularity of the documentary 'Identification'?
387387,What is the title of the 1926 adventure film about an Englishman searching for gold in Dutch New Guinea?
387387,Which languages are used in the film 'Jungle Woman'?
387387,Who is the native girl named Hurana who falls in love with the main character Martin?
387387,What situation leads to Martin arriving back to civilization in time to rescue Eleanor from Mardyke?
387387,"Which two films were partially filmed back-to-back on Thursday Island, one of them being 'Jungle Woman'?"
639640,What is the title of the movie about the young barista who won the Grand Barista Championship in Hong Kong?
639640,What is the original language of the movie 'The Secret Taste'?
639640,"What significant event happened to Ming Chow in May 2011, as depicted in the movie 'The Secret Taste'?"
639640,"Which production company, Eyes Front Pictures, produced the movie 'The Secret Taste'?"
639640,What is the duration in minutes of the movie 'The Secret Taste'?
746688,What is the title of the adventure movie originally made in Persian released in 1976?
746688,Who are the fire extinguishers called to put out the fire in the oil wells in the south?
746688,What is the risky cargo being transported to the fire station to extinguish the fire?
746688,Who are the drivers being tested to transport the hazardous material to the fire station?
746688,What is the duration in minutes of the released movie 'South Fire'?
500597,"What is the title of the Comedy-Crime-Drama movie released in 2013 directed by Robert W. Hill and featuring actors Tim Abell, Leslie Easterbrook, Christopher Murray, Dimitri Diatchenko, Katharine Lee McEwan-Tatiana Kazak-Hall, and set in Birmingham Alabama?"
500597,What is the plot of the movie 'Clubhouse' where shady characters try to take over a century-old mansion from its humble owner?
500597,"Which production company, Shape Films, released the movie 'Clubhouse' with a runtime of 96 minutes, language English, and genres Comedy-Crime-Drama?"
500597,"Who are the actors and actresses that starred in the 2013 movie 'Clubhouse': Tim Abell, Leslie Easterbrook, Christopher Murray, Dimitri Diatchenko, Katharine Lee McEwan-Tatiana Kazak-Hall?"
500597,What is the user rating and popularity of the movie 'Clubhouse' with a vote average of 2.0 and popularity of 1.418?
364558,What is the title of the Chinese history-drama movie that was released in 1993 and has a runtime of 152 minutes?
364558,Who are the production companies behind the 1993 Chinese history-drama movie 'Chongqing Negotiations'?
364558,What is the plot of the 1993 Chinese movie 'Chongqing Negotiations'?
364558,What is the vote average for the Chinese history-drama movie 'Chongqing Negotiations'?
364558,How popular is the Chinese movie 'Chongqing Negotiations'?
106006,What is the title of the documentary featuring Michael Jackson and conducted by Martin Bashir?
106006,What genre does the documentary 'Living with Michael Jackson: A Tonight Special' belong to?
106006,Which language is the documentary 'Living with Michael Jackson: A Tonight Special' originally in?
106006,Who are the production companies behind the documentary 'Living with Michael Jackson: A Tonight Special'?
106006,When was the documentary 'Living with Michael Jackson: A Tonight Special' released?
147787,What is the title of the Italian adventure movie from 1960 about King Jason's search for the Golden Fleece to save Thessaly?
147787,Who are the production companies behind 'The Giants of Thessaly'?
147787,What is the plot of 'The Giants of Thessaly' while King Jason is away on his quest?
147787,How would you rate 'The Giants of Thessaly' based on its current vote average and count?
147787,How long is the runtime of 'The Giants of Thessaly'?
30527,What is the title of the drama-history movie about the Rwandan genocide and the role of Canadian Lt. General Romeo Dallaire?
30527,Which companies produced the 2007 movie 'Shake Hands With the Devil'?
30527,What is the plot of 'Shake Hands With the Devil' and how does it compare to 'Hotel Rwanda'?
30527,What was the budget for 'Shake Hands With the Devil' and how much revenue did it generate?
30527,Who are the main cast members of 'Shake Hands With the Devil' and what are the relevant keywords associated with the movie?
256924,What is the title of the music-comedy-drama movie that depicts the life of a 1970s rock star who decides to change his life after finding a 40-year-old letter from John Lennon?
256924,Which production companies were involved in the making of the movie 'Danny Collins'?
256924,What is the plot of the movie 'Danny Collins' about?
256924,What is the tagline of the movie 'Danny Collins'?
256924,"What other cities besides Los Angeles, California are depicted in the movie 'Danny Collins'?"
611860,What is the title of the comedy movie about a preacher in Harlem New York who builds a successful church by deceiving the congregation?
611860,What are the names of the production companies for the movie 'Fake Preacher'?
611860,What happens to the preacher in 'Fake Preacher' as he loses his way and takes the dishonest path?
611860,What is the runtime and release date of the movie 'Fake Preacher'?
611860,Who are some of the cast members in the movie 'Fake Preacher'?
568232,What is the title of the documentary about Jaguar's first electric car?
568232,What type of genre does the documentary Jaguar: Going Electric belong to?
568232,Who is the narrator of the documentary Jaguar: Going Electric?
568232,What is the runtime of the documentary Jaguar: Going Electric?
568232,What are some keywords associated with the documentary Jaguar: Going Electric?
427472,What is the title of the Horror-Drama movie released in 2013 where a group of punk rockers kidnap a businessman they believe is a werewolf?
427472,Which companies produced the English movie 'Sheep Skin'?
427472,What is the runtime and status of the movie with tagline 'Would You Kill A Man To Kill A Monster'?
427472,What is the vote average for the movie 'Sheep Skin' which has 5 votes?
427472,Who are some of the cast members in the werewolf-themed movie 'Sheep Skin' released in 2013?
357858,What is the title of the movie that is a dominance and submission scene with painful blows causing the sub to speak quotes from Israel's minister of foreign affairs Avigdor Lieberman?
357858,What is the original language of the movie 'Out' released in the year 2010?
357858,"What is the plot of the movie 'Out', where the sub speaks quotes from Israel's minister of foreign affairs Avigdor Lieberman during a dominance and submission scene?"
357858,What is the popularity score of the movie 'Out'?
357858,What is the vote average of the movie 'Out' which is a dominance and submission scene with quotes from Israel's minister of foreign affairs Avigdor Lieberman?
822089,What is the title of the short film that was designed and directed by David Shrigley and has a runtime of 2 minutes?
822089,Which language is the original language of the movie 'Lightswitch'?
822089,What is the plot of the movie 'Lightswitch'?
822089,When was the movie 'Lightswitch' released?
822089,What is the budget and revenue of the movie 'Lightswitch'?
434205,What is the title of the comedy movie about a virgin trying to win a bet by sleeping with thirty girls in thirty days?
434205,"What is the original language of the movie '30 Girls 30 Days', and in what year was it released?"
434205,"What is the plot of '30 Girls 30 Days', and who is tasked with winning the bet to save his parents' house?"
434205,Who are some of the cast members of the movie '30 Girls 30 Days'?
434205,What is the tagline of the movie '30 Girls 30 Days' and what is its genre and popularity?
952432,What is the title of the French animated short film that was released in 2000 and has a runtime of 11 minutes?
952432,Which production company produced the French animated short film 'Bzz'?
952432,What is the plot of the French animated short film 'Bzz'?
952432,What is the genre of the French animated short film 'Bzz'?
952432,What is the popularity of the French animated short film 'Bzz'?
901307,What is the title of the Polish movie about a young writer challenging his assigned identity upon his brother's return?
901307,What is the genre of the movie 'Nail Polish'?
901307,What is the runtime of the movie 'Nail Polish'?
901307,When was the Polish movie 'Nail Polish' released?
901307,What is the storyline of the 2021 Polish release 'Nail Polish' about a writer and his struggle with identity?
217564,What is the title of the Indonesian thriller movie that was released in 2013 and has a runtime of 83 minutes?
217564,"Which production companies, Maxima Pictures and Dreamscape Picture, worked together to create the movie 'Air Terjun Pengantin Phuket'?"
217564,What is the plot of the Indonesian thriller movie 'Air Terjun Pengantin Phuket'?
217564,"Who are the cast members of the movie 'Air Terjun Pengantin Phuket' which include Tamara Bleszynski, Darius Sinathrya, Steven William, Laras Monca, Una Putri, and Kimberly Ryder?"
217564,What are the keywords associated with the movie 'Air Terjun Pengantin Phuket'?
886638,What is the title of the Documentary-Horror movie that was released in 2021?
886638,"Who is the director of the movie 'i don't know how, but i don't think i'm alone'?"
886638,"What is the overview of the movie 'i don't know how, but i don't think i'm alone'?"
886638,"What is the runtime of the movie 'i don't know how, but i don't think i'm alone'?"
886638,"What is the popularity of the movie 'i don't know how, but i don't think i'm alone'?"
522116,"What is the title of the Drama-Romance movie released in 2018, with Indonesian as the original language and a popularity of 1.025?"
522116,"Which production company, MD Pictures, released the movie 'Ananta' with a runtime of 91 minutes and a vote average of 7.5?"
522116,"Who are the cast members of the movie 'Ananta' that includes Michelle Ziudith, Fero Walandouw, Nino Fernandez, Jihane Almira, Roy Sungkono, Anjasmara, Nova Eliza, Asri Welas, Astrid Tiar, and Josephine Firmstone?"
522116,What is the plot of the movie 'Ananta' about an antisocial teen who develops a relationship with a new student?
522116,"What is the tagline for the movie 'Ananta', which has a vote count of 4 and a budget of 0?"
264623,What is the title of the Romance-Comedy movie released by Fox Film Corporation in 1935?
264623,What are the names of the main characters in 'It's A Small World' that got involved in an automobile accident?
264623,Can you name the production companies of 'It's A Small World'?
264623,What is the tagline for the movie 'It's A Small World'?
264623,What are some keywords associated with the movie 'It's A Small World'?
235475,What is the title and genre of the movie that is similar to a 1960s youth rebellion movie but features good kids in good schools dancing and settling their romantic differences amicably?
235475,What is the original language of the drama-music movie 'Tone' that was released in 1970?
235475,Who are the production companies behind the Thai movie 'Tone'?
235475,What are the vote average and vote count for the movie 'Tone'?
235475,"What is the plot of 'Tone', including its unique portrayal of 1960s youth and its underworld characters?"
301014,What is the title of the horror-thriller movie that was released in 2013 and has a runtime of 75 minutes?
301014,What are the names of the main characters in the movie 'Crybaby Bridge' who are given a chance to have their own hunting show on television?
301014,What organization provided funding for the trial run of the hunting show documentary in the movie 'Crybaby Bridge'?
301014,What is the legend about the vengeful spirit named Elizabeth in the movie 'Crybaby Bridge' and what is she trying to achieve?
301014,What key word is associated with the genre of the movie 'Crybaby Bridge' and what is the vote average of the movie?
271056,What is the title of the Spanish comedy-drama-romance movie that was released in 2012 and has a runtime of 104 minutes?
271056,"Which production companies, Progress Communications and Rancho Aparte Films, released the movie 'Don't Fall In Love With Me'?"
271056,"What are the names of the actors and actresses in the movie 'Don't Fall In Love With Me', including Pablo Rago, Julieta Ortega, Guillermo Pfening, Mercedes Oviedo, Violeta Urtizberea, Tomás Fonzi, Francisco Andrade, Ana Pauls, Luisina Brando, David Masajnik, Eugenia Alonso, and Francisco Vocos?"
271056,What is the popularity score of the movie 'Don't Fall In Love With Me'?
271056,What are the average rating and total number of votes for the movie 'Don't Fall In Love With Me'?
483836,What is the title of the drama movie about an intense bromance between a gay football player and a straight military guy?
483836,What is the original language of the movie 'Forces' released in 2016?
483836,Can you provide a summary of the movie 'Forces'?
483836,How popular is the movie 'Forces' based on its popularity score?
483836,Who are the credits for the movie 'Forces' released in 2016?
372628,What is the title of the 10 year anniversary celebration film featuring fan favorites from Celtic Woman?
372628,What type of genre does Celtic Woman: Fan Favorites belong to?
372628,What is the original language of the movie Celtic Woman: Fan Favorites?
372628,Can you describe the overview of the movie Celtic Woman: Fan Favorites?
372628,What is the runtime of the movie Celtic Woman: Fan Favorites?
633439,What is the title of the Chinese thriller movie that was released in 2018 and deals with a fan abducting a writer?
633439,Who are the directors of the movie 'The Very Last Day' that received a user rating of 5.5?
633439,What is the runtime of the Chinese language thriller movie about a novelist accused of rape in a book?
633439,What is the tagline for the 2018 movie about a writer being abducted after a character in his book is accused of rape?
633439,Which production companies were involved in creating the thriller movie 'The Very Last Day'?
481494,What is the title of the documentary released in 2017 about the plastic artist Xiclet who lives in São Paulo?
481494,What language is the movie 'Casa da Xiclet' in?
481494,What is the overview of the documentary 'Casa da Xiclet'?
481494,Who are the credits for the documentary 'Casa da Xiclet'?
481494,What is the runtime of the documentary 'Casa da Xiclet'?
384371,What is the title of the French comedy movie about a widower whose life changes when a young woman mistakenly enters his apartment?
384371,"Who are the main actors in the movie Roommates Wanted, including characters like Hubert Jacquin, Manuela, and others?"
384371,"What is the plot of the movie Roommates Wanted, where a widower's life changes after allowing a bubbly adventurer and two others to stay in his apartment?"
384371,What is the release date of the French comedy movie Roommates Wanted?
384371,What is the user rating and popularity of the movie Roommates Wanted as per the provided data?
622469,What is the title of the French crime-drama movie about a tailor family involved in the mafia?
622469,Which generation of the Paternò family has been dressed by the Gamache tailors?
622469,Who is Vincent 'Vince' Gamache and what is his role in the movie?
622469,Who stars in the movie 'Mafia Inc.' as Giaco Gamache and Frank the godfather?
622469,What is the tagline for the movie 'Mafia Inc.'?
910734,What is the title of the action movie that was released in 1980 with a runtime of 240 minutes?
910734,Who are the credits for the movie 'Antonio Cervantes vs. Aaron Pryor'?
910734,What is the plot of the movie 'Antonio Cervantes vs. Aaron Pryor'?
910734,What is the original language of the movie 'Antonio Cervantes vs. Aaron Pryor'?
910734,What are the popularity and vote count for the movie 'Antonio Cervantes vs. Aaron Pryor'?
127391,What is the title of the Comedy-Fantasy-Horror movie originally made in French?
127391,Can you describe the plot of The Merry Skeleton?
127391,What is the release date of the movie The Merry Skeleton?
127391,Who are the producers of The Merry Skeleton?
127391,What are some keywords associated with the movie The Merry Skeleton?
701918,What is the title of the movie about a young man seeking revenge against the Bismark House organized crime syndicate?
701918,What are the genres of the movie Hi-Speed Jecy?
701918,What is the original language of the movie Hi-Speed Jecy?
701918,Who is the priest that travels with Jecy and believes in killing criminals slowly to send them to heaven?
701918,How long is the movie Hi-Speed Jecy?
659643,What is the title of the Spanish drama film about a Mapuche community's Saint John's Eve celebration and a troubled kid's conflict with his violent father?
659643,Which university is one of the production companies behind the 2012 release 'St John: The Longest Night'?
659643,What is the plot of 'St John: The Longest Night' centering around a Chilean Mapuche community's celebration and a child's revengeful desires?
659643,How many votes has the movie 'St John: The Longest Night' received with an average rating of 5.5?
659643,What is the runtime of the 2012 Spanish drama 'St John: The Longest Night'?
176901,What is the title of the Comedy-Romance-Music movie released by RKO Radio Pictures in 1930?
176901,What are the names of the cast members in The Life of the Party?
176901,What is the plot of The Life of the Party about?
176901,What is the runtime and popularity of The Life of the Party?
176901,What genre does The Life of the Party belong to and what are its tagline and keyword?
596196,What is the title of the documentary-history movie that was released in 2019 and examines the build-up and legacy of the 1919 massacre in India where British troops shot hundreds of peaceful protesters dead?
596196,What is the original language of the movie 'The Massacre That Shook the Empire'?
596196,Who is the writer and presenter of the documentary 'The Massacre That Shook the Empire'?
596196,Which production companies are responsible for creating the movie 'The Massacre That Shook the Empire'?
596196,What is the IMDb vote average of the movie 'The Massacre That Shook the Empire'?
624614,What is the title of the comedy movie about a narcoleptic who helps a girl find her missing father?
624614,What is the original language of the movie Hatchback?
624614,What genre does the movie Hatchback belong to?
624614,Who are the main characters in the movie Hatchback?
624614,What is the plot of the movie Hatchback about a journalist wannabe and a girl searching for her father in LA?
956748,What is the title of the Korean movie that was released in 2022 and has a runtime of 34 minutes?
956748,What is the plot of the movie 'When You Grow Up'?
956748,Who are the main cast and characters in 'When You Grow Up'?
956748,In which genres was the movie 'When You Grow Up' categorized?
956748,What is the popularity score of the movie 'When You Grow Up'?
746740,"What is the title of the movie about clandestine horse racing in Catania, Sicily?"
746740,What language is the movie 'A iucata originally in?
746740,"Who is the son of Concetto, also known as 'il farmacista', in this movie?"
746740,When is the release date of the movie about illegal horse racing in a Sicilian neighborhood?
746740,What is the duration in minutes of the movie 'A iucata?
268818,What is the title of the documentary about the World War II event at Dieppe?
268818,What type of movie is WWII Top Secret: Dieppe Uncovered?
268818,What is the original language of the movie WWII Top Secret: Dieppe Uncovered?
268818,"Who played a role in the events of August 19, 1942, at Dieppe, as revealed in the documentary?"
268818,When was the documentary WWII Top Secret: Dieppe Uncovered released for viewing?
539755,"What is the title of the French movie where the main character, Fedora, seeks revenge for her fiancé's death?"
539755,What are the genres of the 1934 film 'Fedora'?
539755,"Who does Fedora fall in love with, revealing that he had killed her fiancé?"
539755,Which character in 'Fedora' leaves the main character after finding out about her brother's death?
539755,What is the length of the movie 'Fedora' and what is its vote average?
849595,What is the genre of the movie titled 'Salute to A.P.'?
849595,What is the original language of the movie 'Salute to A.P.'?
849595,What is the summary of the movie 'Salute to A.P.'?
849595,Who are the production companies for the movie 'Salute to A.P.'?
849595,What is the release date of the movie 'Salute to A.P.'?
414922,What type of film is Murder of a President?
414922,In what language was Murder of a President originally produced?
414922,What is the plot of Murder of a President?
414922,Who are some of the cast members in Murder of a President?
414922,What genre does the movie Murder of a President belong to?
468261,What is the genre of the movie Endless Love?
468261,What is the original language of the movie Endless Love?
468261,What is the overview of the movie Endless Love?
468261,Who are the cast members in the movie Endless Love?
468261,What is the release date of the movie Endless Love?
696031,What is the title of the two-channel seven-monitor installation praised by The New York Times as a 'stunning paean to Monet'?
696031,In which languages was the installation 'Ohio at Giverny' produced in?
696031,What does the installation 'Ohio at Giverny' explore and investigate according to Lucier?
696031,What are the nostalgic images that are juxtaposed and correlated in the installation 'Ohio at Giverny'?
696031,When was the installation 'Ohio at Giverny' released?
79234,"What is the title of the movie that is a blend of romance, drama, comedy, and fantasy?"
79234,In what language was the movie Wandering Sagittarius originally produced?
79234,What is the plot of Wandering Sagittarius about?
79234,Which production companies were involved in the making of Wandering Sagittarius?
79234,When was the movie Wandering Sagittarius released?
458805,What is the title of the fantasy film released in 2013 that honors Justin Bieber's new perfume 'The Key'?
458805,Which language is the original language of the short film 'Justin Bieber: The Key'?
458805,What is the popularity score of the movie 'Justin Bieber: The Key'?
458805,Who is the main credited person for the film 'Justin Bieber: The Key'?
458805,What are some of the keywords associated with the movie 'Justin Bieber: The Key'?
228692,What is the genre of the movie Cheatin'?
228692,What is the original language of the movie Cheatin'?
228692,What is the overview of the movie Cheatin'?
228692,What is the popularity of the movie Cheatin'?
228692,Which production company produced the movie Cheatin'?
773848,What is the title of the War-Action-Adventure movie that was released in 2020 and has a tagline 'Your breaking point is closer than you think'?
773848,What are the names of the actors who starred in the 2020 War-Action-Adventure movie 'Near Enemies'?
773848,What is the running time of the 'Near Enemies' movie?
773848,What is the plot of the 'Near Enemies' movie?
773848,Which production companies were involved in creating the 'Near Enemies' movie?
301260,What is the title of the Portuguese movie that was released in 2010 and has a runtime of 20 minutes?
301260,What is the name of the director of the movie 'Pickpocket' that was released in 2010 and is in Portuguese?
301260,"Which movie, released in 2010 and in Portuguese, has a genre that is not mentioned in its record?"
301260,What is the popularity of the movie 'Pickpocket' directed by João Tabarra?
301260,What is the budget and revenue of the 2010 Portuguese movie 'Pickpocket' directed by João Tabarra?
679458,What is the genres of the movie La soplona released in 1990?
679458,What is the original language of the movie La soplona?
679458,Can you provide a brief summary of the Mexican feature film La soplona?
679458,What is the popularity of the movie La soplona?
679458,How many votes did the movie La soplona receive and what is its average rating?
956001,What is the title and genre of the movie with a release date of 2022-01-22?
956001,What is the original language of the movie '14 Love Letters'?
956001,What is the overview of the movie '14 Love Letters'?
956001,Which production company is responsible for the movie '14 Love Letters'?
956001,What are the vote average and vote count for the movie '14 Love Letters'?
135718,What is the title of the comedy-drama-fantasy movie made in Hindi where a shopkeeper sues God after his shop is destroyed by an earthquake?
135718,What is the popularity of the movie 'OMG: Oh My God!' released in 2012?
135718,Which production company is responsible for the making of 'OMG: Oh My God!'?
135718,Who are some of the main cast members in the movie 'OMG: Oh My God!'?
135718,What is the runtime of the comedy-drama-fantasy movie 'OMG: Oh My God!'?
576152,What is the genre of the movie Battalion 609?
576152,In what language was the movie Battalion 609 originally made?
576152,What is the plot of the movie Battalion 609 about?
