id,title,genres,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,status,tagline,vote_average,vote_count,credits,keywords
567811,10 Lives,Animation-Comedy-Family-Fantasy,en,Beckett is a pampered and selfish cat who totally takes for granted the lucky hand he has been dealt. All that is about to change however when he carelessly loses his ninth life.,43.842,GFM Animation-L'Atelier Animation-Align-The Happy Producers-Fulwell 73 Productions-WME Independent,2024-04-18,0.0,0.0,84.0,Released,9 lives just isn't enough...,8.364,44.0,Mo Gilligan-Simone Ashley-Sophie Okonedo-Zayn Malik-Dylan Llewellyn-Jeremy Swift-Bill Nighy-Tabitha Cross-Christopher Jenkins-Naomi McDonald-Alexis Rodney-Nigel Pilkington,
843846,Butcher's Crossing,Western-Drama,en,In the 1870s a young Harvard dropout seeks his destiny out West by tying his fate to a team of buffalo hunters led by a man named Miller. Together they embark on a harrowing journey risking life and sanity.,43.786,Gabriel Polsky Productions-Phiphen Pictures-Altitude Film Entertainment-Ingenious Media-Saban Films-Saturn Films,2023-02-03,0.0,15648.0,105.0,Released,Nature judges like a god all men that come to her.,5.826,46.0,Nicolas Cage-Fred Hechinger-Jeremy Bobb-Paul Raci-Xander Berkeley-Rachel Keller-Amber Rose Mason-Harper Hofstad-Beckett Hofstad-Duncan Vezain-Gabriel Clark-Zuzu Weingart-Jesse Cilio-Scott McCauley-Matthew Padgett-Lance Otto-Jeff Medley-Miles Auckland,based on novel or book-buffalo-american west-1870s-college dropout
889675,The Pod Generation,Science Fiction-Comedy-Romance-Drama,en,Set in a near future where AI is all the rage and nature is becoming a distant memory Rachel and Alvy are a New York couple ready to take their relationship to the next level and start a family.,43.61,Quad Productions-SCOPE Pictures-MK2 Films,2023-08-11,0.0,0.0,110.0,Released,Discover the new natural.,5.777,103.0,Emilia Clarke-Chiwetel Ejiofor-Rosalie Craig-Vinette Robinson-Kathryn Hunter-Jean-Marc Barr-Verona Verbakel-Sarah Gallagher-Ken Samuels-Anne-Marie Agbodji-Nilson David-Elke Shari Van Den Broeck-Leonoor Koster-Isis Caljé-Veronika Olah-Benedict Landsbert-Noon-Nathalie Opare-Ashley Johnson-Alix Dunmore-Megan Maczko-Eliza Butterworth-Rita Bernard-Shaw-Ian Bouillion-Rupert Simonian-James Gentile-Mylène d'Anjou-Prudence Leroy-Nora Zakiri,future-marriage crisis-child labour-natural birth-working woman-synthetic human-child birth-planned parenthood-work-life balance
676841,Unhappily Ever After,Comedy-Romance,es,María José and Alfredo are about to celebrate their 20th anniversary and their children give them a trip to the hotel where they celebrated their honeymoon but a spell will make them repeat the same day.,43.542,NoDancingToday,2023-01-26,0.0,0.0,90.0,Released,,7.0,162.0,Adrián Uribe-Consuelo Duval-Niko Antonyan-Angélica Aragón-Luis Arrieta-Livia Brito Pestana-Paly Duval-Carlos Gatica-Carolina Miranda-Lindsey Rojas-Ruy Senderos-Jessica Taylor-Ari Telch-Celines Toribio-Isabella Vázquez-Elizabeth Cervantes,
814776,Bottoms,Comedy,en,Unpopular best friends PJ and Josie start a high school self-defense club to meet girls and lose their virginity. They soon find themselves in over their heads when the most popular students start beating each other up in the name of self-defense.,42.941,Brownstone Productions-Orion Pictures,2023-08-25,11300000.0,0.0,92.0,Released,A movie about empowering women (the hot ones),7.8,16.0,Rachel Sennott-Ayo Edebiri-Ruby Cruz-Havana Rose Liu-Kaia Gerber-Nicholas Galitzine-Miles Fowler-Marshawn Lynch-Dagmara Domińczyk-Punkie Johnson-Zamani Wilder-Summer Joy Campbell-Virginia Tucker-Wayne Pére-Toby Nichols-Cameron Stout-Ted Ferguson-Bruno Rose-Zach Primo-Liz Elkins Newcomer-Krystal Alayne Chambers-Alyssa Matthews,self-defense-female friendship-high school-bullying-coming of age-teenage girl-loss of virginity-school assembly-teen comedy-lgbt-sex comedy-duringcreditsstinger-teen anger-jocks-archetypes-teen social issues-fight club-toxic masculinity-lesbian-high school students-sapphic-absurdist humor-mid credits bloopers-quirky humor-high school cheerleaders-witty-satire comedy
83533,Avatar 3,Action-Drama-Science Fiction-Adventure-Fantasy,en,The third entry in the Avatar franchise.,42.865,Lightstorm Entertainment-20th Century Studios,2024-12-18,250000000.0,0.0,0.0,Post Production,,0.0,0.0,Sam Worthington-Zoe Saldaña-Britain Dalton-Sigourney Weaver-Stephen Lang-Oona Chaplin-Giovanni Ribisi-Michelle Yeoh-Matt Gerald-Joel David Moore-CCH Pounder-Filip Geljo-Jack Champion-Bailey Bass-Duane Evans Jr.-Jemaine Clement-David Thewlis-Edie Falco-Cliff Curtis-Keston John-Trinity Bliss-Jake McLean-Jeremy Irwin-Johnny Alexander,sequel-avatar
911430,F1,Action-Drama,en,Racing legend Sonny Hayes is coaxed out of retirement to lead a struggling Formula 1 team—and mentor a young hotshot driver—while chasing one more chance at glory.,42.736,Plan B Entertainment-Jerry Bruckheimer Films-Copper-Dawn Apollo Films-Apple Studios,2025-06-25,0.0,0.0,0.0,Post Production,,0.0,0.0,Brad Pitt-Damson Idris-Kerry Condon-Javier Bardem-Tobias Menzies-Kim Bodnia-Shea Whigham-Sarah Niles-Samson Kayo-Lewis Hamilton-Will Buxton-Joseph Balderrama-Callie Cooke-Max Verstappen-Sergio Pérez-Carlos Sainz Jr.-Fernando Alonso-Charles Leclerc-Lando Norris-Guenther Steiner-Yuki Tsunoda-Oscar Piastri-Esteban Ocon-Pierre Gasly-Lance Stroll-Alexander Albon-Valtteri Bottas-George Russell-Kevin Magnussen-Zhou Guanyu-Nico Hülkenberg-Simone Ashley,based on true story-formula one (f1)
800301,What's Love Got to Do with It?,Romance-Comedy,en,Two childhood friends now in their thirties must decide whether to follow their heads or their hearts once the man decides to follow his parents' advice and enter into an arranged marriage in Pakistan.,42.624,Working Title Films-Instinct Productions-StudioCanal,2023-01-26,0.0,10898395.0,109.0,Released,,6.2,64.0,Lily James-Shazad Latif-Shabana Azmi-Emma Thompson-Sajal Ali-Oliver Chris-Asim Chaudhry-Jeff Mirza-Alice Orr-Ewing-Rahat Fateh Ali Khan-Shaheen Khan-Sindhu Vee-Hamzah Ahmed,
785759,Two Witches,Horror,en,A matriarchal witch passes on her sinister inheritance to her grand-daughter triggering the most horrific curses.,42.553,Incubo Films-The Rancon Company,2023-03-02,0.0,537974.0,95.0,Released,Witches don't die before leaving their legacy...,6.19,71.0,Belle Adams-Jacob DeMonte-Finn-Tim Fox-Clint Glenn Hummel-Danielle Kennedy-Rebekah Kennedy-Kristina Klebe-Ian Michaels-Lindsey Rose Naves-Julien Marlon Samani-Dina Silva-Emma Wilde-Megan Johnson-Rachel Kerbs,
899535,An Unforgettable Year – Spring,Drama-Romance,pt,When she's about to fail in math – the subject she hates the most Jasmine has to take booster classes with a cute young tutor but who breathes numbers in everything he does. Facing family pressure and embarking on a risky love she'll need to overcome her fears and limitations to pursue her true dream: be an artist.,42.454,Panorâmica-Amazon Studios,2023-06-22,0.0,0.0,80.0,Released,,0.0,0.0,Lívia Silva-Ronald Sotto-Luís Lobianco-Gabriel Contente-Rogério Brito-Giovanna Chaves-Bia Jordão-Juliana Alves-Cláudia Assunção-Martha Babsky-Dani Hoogs-Thiago Dutra-Carla Gontijo-Rejane Faria-Mestre Duca-Rogério Brito-Gabz,based on novel or book
884533,An Unforgettable Year – Winter,Drama-Romance,pt,Instead of joining the graduation trip with her friends Mabel is forced to travel with her parents to a ski station in Chile. Only she didn't expect this freezing retreat could introduce her to a secret group of friends and a potential new love.,42.101,Panorâmica-Amazon Studios,2023-06-15,0.0,0.0,101.0,Released,,10.0,1.0,Maitê Padilha-Michel Joelsas-Letícia Spiller-Marcelo Laham-Rita von Hunty-João Manoel-Catarina de Carvalho-Larissa Murai-Miguel Trajano-Lumi Kim-Giulia Nassa-Victorinha-Lilibell Cepedillo-Carolina Stofella-Dani Solano-Fernando Sequeira-Lívia Inhudes,based on novel or book
884535,An Unforgettable Year: Autumn,Drama-Romance-Music,pt,An ambitious law student who hates music needs to make a perfect plan to get hired at the office she interns at – until she meets a charming singer who shakes her life. While she's living her first love she needs to face her own past and decide what's more important: do what she loves or learn to love what she does.,42.081,Panorâmica-Amazon Studios,2023-06-08,0.0,0.0,102.0,Released,,10.0,1.0,Gabz-Lucas Leto-Iza-Larissa Luz-Pedro Blanc-Raphael Ghanem-Vittor Fernando-Enrico Cardoso-Lulu Santos-Marco Watanabe-Maria Calú-Bibba Chuqui-Lucas Cândido-Mharessa Fernanda,based on novel or book
609768,Dear David,Horror-Thriller,en,Shortly after comic artist Adam responds to Internet trolls he begins experiencing sleep paralysis. As he chronicles increasingly malevolent occurrences in a series of tweets Adam begins to believe he is being haunted by the ghost of a dead child named David.,41.941,BuzzFeed Studios-Rideback,2023-10-13,0.0,0.0,95.0,Released,Going viral is a nightmare.,5.333,6.0,Justin Long-Augustus Prew-Andrea Bang-Rachel Wilson-Ethan Hwang-Tricia Black-René Escobar Jr.-Rachel Risen-David Tompa-Deshay Padayachey-Cameron Nicoll,
839033,The Lord of the Rings: The War of the Rohirrim,Animation-Fantasy-Action,en,183 years before the events chronicled in the original trilogy a sudden attack by Wulf a clever and ruthless Dunlending lord seeking vengeance for the death of his father forces Helm Hammerhand and his people to make a daring last stand in the ancient stronghold of the Hornburg. Finding herself in an increasingly desperate situation Héra the daughter of Helm must summon the will to lead the resistance against a deadly enemy intent on their total destruction.,41.496,New Line Cinema-Warner Bros. Animation-Sola Entertainment-Middle-earth Enterprises,2024-12-11,0.0,0.0,130.0,Post Production,"Beyond doubt, beyond despair, lies true courage",0.0,0.0,Brian Cox-Gaia Wise-Luke Pasqualino-Miranda Otto-Lorraine Ashbourne-Yazdan Qafouri-Benjamin Wainwright-Laurence Ubong Williams-Shaun Dooley-Jude Akuwudike-Michael Wildman-Bilal Hasna-Janine Duvitski,based on novel or book-anime
845659,Perfect Addiction,Drama-Romance,en,A female boxing trainer discovers that her champion cage-fighter boyfriend has been cheating on her with her sister and decides to seek revenge by training up his arch-rival to challenge him.,40.707,Constantin Film-JB Pictures-Spark Productions,2023-02-16,0.0,0.0,97.0,Released,Passion. Determination. Obsession.,6.8,256.0,Kiana Madeira-Ross Butler-Matthew Noszka-Bree Winslow-Nicholas Duvernay-Manu Bennett-Ryan Bown-Poppy Gilbert-Cecilia Diesch-Alex Czerwinski-Jay DeMerit-Kailas Mahadevan-Mateusz Głowacki,based on novel or book-fighting-boxing trainer-mma
830721,The Miracle Club,Comedy-Drama,en,Three close friends who have never left the outskirts of Dublin (much less Ireland) get the journey of a lifetime — a visit to Lourdes the picturesque French town and place of miracles.,40.701,Zephyr Films-City Films-Ingenious Media-ShinAwiL,2023-07-14,0.0,6800000.0,90.0,Released,Four women went to Lourdes in search of a miracle.,6.0,53.0,Maggie Smith-Laura Linney-Kathy Bates-Agnes O'Casey-Stephen Rea-Mark O'Halloran-Eric D. Smith-Mark McKenna-Niall Buggy-Hazel Doupe-Brenda Fricker-Luke Jackson Smith-Noel Gaskin-Sean O’Callaghan-Shauna Higgins-Lesley Conroy-Rose Henderson-Fionnuala Murphy-Amélie Kiki McCormack-Alice Heneghan-Janet Grene-Martin McDonagh,dublin ireland-pilgrimage-lourdes france
890771,The Black Demon,Horror-Thriller,en,Oilman Paul Sturges' idyllic family vacation turns into a nightmare when they encounter a ferocious megalodon shark that will stop at nothing to protect its territory. Stranded and under constant attack Paul and his family must somehow find a way to get his family back to shore alive before it strikes again in this epic battle between humans and nature.,40.055,Lantica Media-Mucho Mas Media-Silk Mass,2023-04-21,0.0,0.0,100.0,Released,Nature bites back.,7.3,3.0,Josh Lucas-Fernanda Urrejola-Julio Cedillo-Venus Ariel-Carlos Solórzano-Jorge A. Jimenez-Raúl Méndez-Héctor Jiménez-Edgar Flores-Omar Chaparro-Luis del Valle,shark attack-shark-killer shark-oil rig -oilman-sharksploitation
864168,Joy Ride,Comedy,en,When Audrey's business trip to Asia goes sideways she enlists the aid of Lolo her irreverent childhood best friend who also happens to be a hot mess; Kat her college friend turned Chinese soap star; and Deadeye Lolo's eccentric cousin. Their no-holds-barred epic experience becomes a journey of bonding friendship belonging and wild debauchery that reveals the universal truth of what it means to know and love who you are.,39.088,Lionsgate-Point Grey Pictures-Red Mysterious Hippo,2023-06-22,0.0,11000000.0,95.0,Released,Four friends. One trip. No luck.,6.655,116.0,Ashley Park-Sherry Cola-Stephanie Hsu-Sabrina Wu-David Denman-Annie Mumolo-Chris Pang-Isla Rose Hall-Desmond Chiam-Alexander Hodge-Nicholas Carella-Debbie Fan-Meredith Hagner-Daniel Dae Kim-Ronny Chieng-Timothy Simons-Kenneth Liu-Victor Lau-Rohain Arora-Lori Tan Chinn-Baron Davis,female friendship-adopted child-woman director-asian american
393209,Avatar 5,Action-Adventure-Fantasy-Science Fiction,en,,38.708,Lightstorm Entertainment-20th Century Studios,2028-12-20,250000000.0,0.0,0.0,In Production,,0.0,0.0,Sam Worthington-Zoe Saldaña-Sigourney Weaver-Oona Chaplin-Giovanni Ribisi-CCH Pounder-Joel David Moore-Matt Gerald-Stephen Lang-Jemaine Clement-Michelle Yeoh-Cliff Curtis-Keston John,sequel-avatar
745391,Love in Taipei,Romance-Comedy-Drama,en,A young American woman is sent by her parents to a cultural immersion program in Taipei where she begins a new journey of self-discovery and romance.,38.595,ACE Entertainment-1 Production Film,2023-08-10,0.0,0.0,92.0,Released,,7.0,26.0,Ashley Liao-Ross Butler-Nico Hiraga-Chelsea Zhang-Cindy Cheung-Chloe Fox-Janet Hsieh-Mason Lee,based on novel or book
541671,John Wick Presents: Ballerina,Action-Adventure-Crime-Thriller,en,A young assassin seeks revenge against the people who killed her family.,38.194,Thunder Road-87Eleven-Summit Entertainment-Lionsgate,2025-06-04,0.0,0.0,0.0,In Production,,0.0,0.0,Ana de Armas-Anjelica Huston-Gabriel Byrne-Catalina Sandino Moreno-Norman Reedus-David Castañeda-Sharon Duncan-Brewster-Ian McShane-Keanu Reeves-Lance Reddick-Jung Doo-hong,assassin-female assassin-spin off
938030,Elf Me,Family-Comedy-Fantasy-Adventure,it,A bumbling Christmas elf whose Santa's helper job is jeopardized by a complete inability in building toys teams up with a kid harassed by bullies.,37.615,Lucky Red-Goon Films,2023-11-24,0.0,0.0,99.0,Released,,5.8,58.0,Lillo Petrolo-Anna Foglietta-Federico Ielapi-Giorgio Pasotti-Caterina Guzzanti-Claudio Santamaria-Fabio Rovazzi-Vincenzo Sebastiani-Giulietta Rebeggiani-Francesco Liso-Linda Zampaglione-Orlando Mazza-Cosimo Mazza-Claudio David-Marc Iaconelli-Massimo Antonelli-Mattia Iasevoli-Tiziano Ferracci-Chiara Vallo-Pietro Ubaldi,elves-santa claus-north pole-christmas
856289,Creation of the Gods I: Kingdom of Storms,Action-Fantasy-War,zh,Based on the most well-known classical fantasy novel of China Fengshenyanyi the trilogy is a magnificent eastern high fantasy epic that recreates the prolonged mythical wars between humans immortals and monsters which happened more than three thousand years ago.,37.092,Beijing Jingxi Culture and Tourism-Century Changshengtian Film-Tencent Penguin Pictures-Maoyan Entertainment-Huaxia Film Distribution-北京京西文化旅游股份有限公司,2023-07-20,85000000.0,372945000.0,148.0,Released,,7.3,115.0,Kris Phillips-Li Xuejian-Huang Bo-Yu Shi-Chen Muchi-NaranNarana Erdyneeva-Xia Yu-Yuan Quan-Chen Kun-Ci Sha-Wu Yafan-Hou Wenyuan-Tim Huang-Li Yunrui-Xu Huanshan-Gao Shuguang-William Feng-Wang Luoyong-Yang Lixin-Ding Yongdai-Gao Dongping-Yang Le-Xu Chong-Shan Jingyao-Wu Hankun-Bayalag-Willington Liu-Xu Xiang-Liu Han-Figo Tsui-Sun Rui-Geng Yeting-Jin Zhihao-Qu Yuchao-Huang Tao-Fan Wendong-Jiang Baocheng-Aren-Mi Tiezeng-Senggerenqin-Ma Wenzhong-Ning Wentong-Zhang Jingwei-Yang Tianhao-Li Zeyu-Xia Chenxu-Song Ningfeng-Yu Ying-Wu Chao-Yang Dapeng-Zhao Lei-Zhang Zhenxuan-Song Duyu-Wen Bo-Tumenbayaer-Mu Xiaobo-Chun Xiao-Qilemug-Zhang Xuehan-Bo Qian-Bayaertu-Ha Ha-Wang Feihu-Xiao Long-Han Pengyi-Yan Guanying-Hao Feng-Wang Qianglong-Wu Hsing-Guo-Nashi-Liu Chao-Zhang Yilong-Sun Huangchen-Alijang Kuerban,monster-based on novel or book-mythological beast-high fantasy-physical immortality-chinese mythology
958196,Inside,Drama-Thriller,en,An art thief becomes trapped in a New York penthouse after his heist goes awry. Imprisoned with nothing but priceless works of art he must use all his cunning and invention to survive.,36.847,A Private View-Bord Cadre Films-Heretic-Schiwago Film-Sovereign Films,2023-03-09,0.0,170000.0,105.0,Released,A solitary exhibition.,6.667,21.0,Willem Dafoe-Gene Bervoets-Josia Krug-Eliza Stuyck-Andrew Blumenthal-Vincent Eaton-Daniel White-Cornelia Buch-Ava von Voigt-Youl Samare,thief-art thief-art-duringcreditsstinger-one location-new york
840111,Scarlet,Drama-History-Romance,fr,In northern France Juliette grows up alone with her father Raphaël a veteran of the First World War. Passionate about singing and music one summer the lonely young girl meets a magician who promises that scarlet sails will one day take her away from her village.,36.631,CG Cinéma-Avventurosa-ARTE-RAI-MiC-Wise Pictures-The Match Factory-Hype Film-Eurimages,2023-01-11,6750000.0,279383.0,100.0,Released,,7.0,29.0,Raphaël Thiéry-Juliette Jouan-Noémie Lvovsky-Louis Garrel-Yolande Moreau-François Négret-Ernst Umhauer-Natascha Wiese-Inès Es Sarhir-Antonin Stahly-Vishwanadan-Athénaïs Sifaoui-Blanc-Bernard Blancan-Arthur Orcier-Pierre Nisse-Alane Delhaye-Lolita Chammah-Anne-Lise Heimburger-Rémy Roubakha-Annette Trumel-Iliana Zabeth-Vincent Pietton-Karim Rouabah-Boris Gillot-Frédérique Degott-François Hallot-Mathieu Bricheux-Annie Robert-Asia Bréchat-Sienna Gillibert-Suzanne Marquis-Anaïs Recorbet-Victoire Battist-Constantin Cazarre-Faustine Hucleux-Noé Kim Saragas-Mona Rabu Le Dimna,
798362,The Marsh King's Daughter,Thriller-Drama,en,Helena a woman living a seemingly ordinary life hides a dark secret—her father is the infamous 'Marsh King' the man who kept her and her mother captive in the wilderness for years. After a lifetime of trying to escape her past Helena is forced to face her demons when her father unexpectedly escapes from prison.,36.437,Black Bear Pictures-Anonymous Content-STXfilms,2023-09-28,0.0,0.0,108.0,Released,Fear the past or face it.,6.578,58.0,Daisy Ridley-Ben Mendelsohn-Garrett Hedlund-Caren Pistorius-Dan Abramovici-Brooklynn Prince-Gil Birmingham-Joey Carson,
961718,Medellin,Action-Comedy,fr,To save his little brother from the hands of dangerous narcos of the Medellín cartel Reda has a plan that is as simple as it is totally insane: put together a team and raid Colombia. But this adventure is going to get completely out of control when he decides to kidnap the son of the cartel leader to exchange him for his brother's life.,36.212,Mandarin Production-Autodidakte,2023-06-01,0.0,0.0,104.0,Released,How far would you go to save your brother?,5.714,7.0,Franck Gastambide-Ramzy Bedia-Anouar Toubali-Rachid Guellaz-Saïdou Camara-Brahim Bouhlel-Ragnar Le Breton-Mike Tyson-Raymond Cruz-Essined Aponte-Ariel Sierra-Bernardo Garcia-Jairo Ordóñez-Vincent Bersoulle-Matthias Quiviger-Jhonnatan Bulla-Juan Pablo Acosta-Felipe Corchuelo-David Diane-Geneviève Emanuelli-Ciryl Gane-Onnen Mina-Juan Pablo Osorio Molina-Alejandro Munera-Johan Ochoa-Axel Reed-Bryan Romero-Cristina Sarmiento-Sky-Camilo Villamizar Plazas-Nora El Hourch,
870358,Merry Little Batman,Animation-Action-Family-Comedy,en,This Christmas Damian Wayne wants to be a superhero like his dad – the one and only Batman. When Damian is left home alone while Batman takes on Gotham’s worst supervillains on Christmas Eve he stumbles upon a villainous plot to steal Christmas and leaps at the chance to save the day.,35.666,Warner Bros. Animation-DC Entertainment,2023-12-08,0.0,0.0,97.0,Released,,6.6,123.0,Yonas Kibreab-Luke Wilson-James Cromwell-David Hornsby-Dolph Adomian-Michael Fielding-Brian George-Therese McLaughlin-Cynthia Kaye McWilliams-Natalie Palamides-Reid Scott-Chris Sullivan-Keith Ferguson-Carmine Infantino-Bumper Robinson-Isaac Robinson-Smith-Roger Craig Smith-Fred Tatasciore-Courtenay Taylor,holiday-based on comic-family-christmas
704673,Trigger Warning,Thriller-Action,en,A Special Forces commando uncovers a dangerous conspiracy when she returns to her hometown looking for answers into her beloved father's death.,35.617,Thunder Road-Mexican Spitfire,2024-06-20,0.0,0.0,86.0,Released,Vengeance becomes her.,0.0,0.0,Jessica Alba-Anthony Michael Hall-Tone Bell-Mark Webber-Jake Weary-Gabriel Basso-Kaiwi Lyman-Hari Dhillon-Alejandro De Hoyos-Nadiv Molcho,death of father-conspiracy-special forces-return to hometown
891699,Silent Night,Action-Crime-Thriller,en,A tormented father witnesses his young son die when caught in a gang's crossfire on Christmas Eve. While recovering from a wound that costs him his voice he makes vengeance his life's mission and embarks on a punishing training regimen in order to avenge his son's death.,35.513,Thunder Road-Capstone Group-A Better Tomorrow Films,2023-11-30,0.0,0.0,104.0,Released,Action speaks louder than words.,0.0,0.0,Joel Kinnaman-Kid Cudi-Harold Torres-Catalina Sandino Moreno-Vinny O'Brien-Yoko Hamamura-Anthony Giulietti-John Pollack,revenge-silent film-christmas-no dialogue
779816,White Bird,Drama-History-Romance-Family,en,Julian Albans the bully who left Beecher Prep is visited by his Grandmère from Paris and is transformed by her remarkable story of compassion and courage. As a girl in Nazi-occupied France the young Grandmère goes into hiding with the help of a schoolmate a young man who risks everything to give her the chance to survive. Together they find beauty and love in the secret world of their own creation.,35.074,Participant-Mandeville Films-2DUX²-Kingdom Story Company-Lionsgate,2024-01-04,30000000.0,2073065.0,120.0,Released,One act of kindness lives on forever.,8.5,19.0,Ariella Glaser-Orlando Schwerdt-Bryce Gheisar-Gillian Anderson-Helen Mirren-Jo Stone-Fewings-Patsy Ferran-Stuart McQuarrie-Olivia Ross-Ishai Golan-Nadine Leon Gobet-John Bubniak-Jim High-Philip Lenkowsky-James Beaumont-Teagan Stark-Priya Ghotane-Yelisey Kazakevich-Jem Matthews-Sam Talacko-Timon McLean-Selma Kaymakci-Lily Huong Mac-Adam Bakule-Anise Napoleao dos Reis-Jordan Cramond-Laura Hudečková,france-nazi-holocaust (shoah)-world war ii-private school-bullying-hitler youth-coming of age-german occupation of france-kindness-based on graphic novel-jewish girl-jewish refugee-1940s-nazi propaganda-grandmother grandson relationship-interfaith
864692,Pathaan,Action-Adventure-Thriller,hi,A soldier caught by enemies and presumed dead comes back to complete his mission accompanied by old companions and foes.,34.982,Yash Raj Films,2023-01-25,63000000.0,112000000.0,146.0,Released,"Buckle your seat belts, a storm is coming",7.9,35.0,Shah Rukh Khan-Deepika Padukone-John Abraham-Dimple Kapadia-Ashutosh Rana-Salman Khan-Akash Bhatija-Prakash Belawadi-Viraf Patel-Shaji Choudhary-Diganta Hazarika-Rajat Kaul-Prem Jhangiani-Keith Sequeira-Manish Wadhwa-Ashutosh Singh-Grace Girdhar-Amanpreet Hundal-Nikhat Khan-Bashir Lone-Rumi Khan-Ekta Kaul-Aritro Rudraneil Banerjee-Amrita Mishra-Jayna Ruchandani-Karishma Singh-Jeffrey Goldberg-Mustafa Aksari-Rakesh Khatri-Mansi Taxak-Guneet Sharma-Jairoop Jeevan-Ankita Mandlik-Aishwarya Shetty-Nishi Yadav-Artur Dorogovenko-Renata Puppin-Christopher James Collins-Ruslan Raisovich Mustafin-Rachel Mullins-Andrei Blitznetsov-Nikolay Novomlinsky-Jerry Ezeh-Serafima Zhukova-Alexander Stepikov-Dmitri Ivanov-Stanislav Iurovskikh-Jyantino Albuquerque-Prashant Makwana-Neil Pednekar-Sergey Andreevich Hramov-Emmanuel Chinwuba-Mirko Quaini,spy-fake death-spy thriller-spy universe-yrf spy universe
617209,Si Juki the Movie: Monkey Island Treasure,Animation-Adventure-Comedy-Family-Fantasy,id,Amidst the family's financial difficulties Juki finds a treasure map left by his ancestors. Along with Professor Juned Babeh and Emak Juki embarks on an adventure to hunt for treasure on a mysterious island. Before getting sail Juki meets and is assisted by a female treasure hunter named Susi. During their adventure they must face various obstacles including a gang of pirates known as the Storm Pirates monsters monkey armies and a curse that can cause extraordinary disasters. Will Juki succeed in obtaining the treasure?,34.833,Falcon Pictures,2024-06-27,607350.0,0.0,107.0,Released,,7.0,2.0,Faza Meonk-Indro-Jaja Mihardja-Maya Wulan-Wizzy-Megan Domani-Mandra-Rigen Rakelna-Andovi da Lopez-Windah Basudara-Tretan Muslim-Coki Pardede-Bryan Domani-Indra Jegel-Hifdzi Khoir-Sadana Agung,treasure-based on comic-sequel-pirate-monkey-comical-second part-2d animation
933260,The Substance,Drama-Horror-Science Fiction,en,A fading celebrity decides to use a black market drug a cell-replicating substance that temporarily creates a younger better version of herself.,34.77,Working Title Films-A Good Story-Blacksmith,2024-09-06,0.0,0.0,141.0,Released,"If you follow the instructions, what could go wrong?",0.0,0.0,Demi Moore-Margaret Qualley-Dennis Quaid-Gore Abrams-Hugo Diego Garcia-Olivier Raynal-Tiffany Hofstetter-Tom Morton-Jiselle Burkhalter-Axel Baille-Oscar Lesage-Matthew Géczy-Philip Schurer-Daniel Knight-Namory Bakayoko-Bill Bentley-Lucie Laffin-Gregory Defleur,satire-los angeles california-woman director-body horror
664341,Eileen,Drama-Thriller-Mystery-Crime,en,During a bitter 1964 Massachusetts winter young secretary Eileen becomes enchanted by Rebecca Saint John the glamorous new counselor at the prison where she works. Their budding friendship takes a twisted turn when Rebecca reveals a dark secret — throwing Eileen onto a sinister path.,34.602,Likely Story-Film4 Productions-Omniscient Productions-Fifth Season,2023-12-01,0.0,93000.0,98.0,Released,,6.5,22.0,Thomasin McKenzie-Anne Hathaway-Shea Whigham-Marin Ireland-Owen Teague-Sam Nivola-Jefferson White-Siobhan Fallon Hogan-Tonye Patano-William Hill-Lauren Yaffe-Julian Gavilanes-Matt Berman-Patrick Noonan-Ben Kennedy-Myra Thibault-Mark Havlis-Mason Pettograsso,based on novel or book-boston massachusetts-female protagonist-1960s
734002,The Peasants,Drama-History,pl,Peasant girl Jagna is forced to marry the much older wealthy farmer Boryna despite her love for his son Antek. With time Jagna becomes the object of envy and disdain with the villagers and she must fight to preserve her independence.,34.451,Breakthru Films-ArtShot-DigitalKraft-Canal+ Polska-Narodowe Centrum Kultury-MIK-SKP Ślusarek Kubiak Pieczyk-MFF,2023-10-13,7475000.0,9811169.0,115.0,Released,Love comes and goes but land stays.,7.8,88.0,Kamila Urzędowska-Robert Gulaczyk-Mirosław Baka-Ewa Kasprzyk-Sonia Mietielica-Andrzej Konopka-Małgorzata Kożuchowska-Sonia Bohosiewicz-Julia Wieniawa-Dorota Stalińska-Maciej Musiał-Mateusz Rusin-Lech Dyblik-Helena Korczycka-Cezary Łukaszewicz-Cyprian Grabowski-Andrzej Mastalerz-Anna Grzeszczak-Klara Bielawka-Piotr Srebrowski-Mariusz Kiljan-Jarosław Gruda-Małgorzata Maślanka-Mariusz Urbaniec-Szymon Kukla-Andrzej Luter-Tomasz Więcek-Jadwiga Wianecka-Marek Pyś-Matt Malecki,adultery-based on novel or book-peasant-nobel prize-poland-marriage for money-adult animation-historical drama-19th century-peasant girl-peasants
